Temperature,Humidity,WaterTemp
 27.2000007629 , 75.5999984741 , 25.312
 27.3999996185 , 73.9000015259 , 25.312
 27.2999992371 , 74.0 , 25.25
 27.2999992371 , 75.1999969482 , 25.25
 27.2999992371 , 78.8000030518 , 25.25
 27.2000007629 , 82.0 , 25.187
 27.2000007629 , 83.0999984741 , 25.187
 27.1000003815 , 91.9000015259 , 25.187
 26.6000003815 , 93.4000015259 , 25.187
 26.5 , 95.9000015259 , 25.125
 26.2000007629 , 96.5 , 25.125
 26.1000003815 , 99.6999969482 , 25.062
 26.2000007629 , 99.3000030518 , 25.062
 26.0 , 99.9000015259 , 25.0
 25.8999996185 , 99.9000015259 , 24.937
 26.0 , 99.9000015259 , 24.937
 25.7999992371 , 99.9000015259 , 24.937
 25.7999992371 , 99.9000015259 , 24.875
 25.7000007629 , 99.4000015259 , 24.875
 25.2999992371 , 96.8000030518 , 24.812
 25.1000003815 , 98.0 , 24.812
 25.2000007629 , 99.0 , 24.75
 25.1000003815 , 99.9000015259 , 24.75
 25.1000003815 , 99.6999969482 , 24.687
 25.1000003815 , 98.0999984741 , 24.687
 24.8999996185 , 97.0999984741 , 24.625
 24.8999996185 , 95.5999984741 , 24.625
 24.7999992371 , 95.0999984741 , 24.625
 24.7000007629 , 95.9000015259 , 24.562
 24.7000007629 , 96.6999969482 , 24.5
 24.7999992371 , 95.6999969482 , 24.5
 24.6000003815 , 95.5999984741 , 24.437
 24.5 , 92.9000015259 , 24.437
 24.5 , 95.6999969482 , 24.375
 24.5 , 93.3000030518 , 24.312
 24.3999996185 , 95.0999984741 , 24.25
 24.6000003815 , 93.8000030518 , 24.25
 24.6000003815 , 96.3000030518 , 24.187
 24.5 , 98.0999984741 , 24.187
 24.6000003815 , 95.1999969482 , 24.187
 24.7000007629 , 97.6999969482 , 24.125
 24.6000003815 , 98.8000030518 , 24.125
 24.5 , 99.9000015259 , 24.062
 24.3999996185 , 97.5 , 24.0
 24.2999992371 , 97.0999984741 , 24.0
 24.3999996185 , 98.0 , 24.0
 24.2999992371 , 94.4000015259 , 23.937
 24.1000003815 , 94.5999984741 , 23.937
 24.0 , 96.5999984741 , 23.875
 24.1000003815 , 94.9000015259 , 23.875
 24.2000007629 , 95.0999984741 , 23.875
 24.0 , 95.0999984741 , 23.812
 23.8999996185 , 96.0999984741 , 23.75
 23.8999996185 , 96.8000030518 , 23.75
 23.8999996185 , 96.1999969482 , 23.687
 23.8999996185 , 95.8000030518 , 23.687
 24.0 , 97.0999984741 , 23.625
 23.7999992371 , 96.4000015259 , 23.625
 23.8999996185 , 95.9000015259 , 23.562
 23.8999996185 , 95.5999984741 , 23.562
 23.7999992371 , 96.5 , 23.562
 23.7000007629 , 97.1999969482 , 23.562
 23.7999992371 , 94.3000030518 , 23.437
 23.7000007629 , 93.9000015259 , 23.437
 23.7999992371 , 93.5999984741 , 23.437
 23.7000007629 , 94.8000030518 , 23.375
 23.6000003815 , 93.0999984741 , 23.312
 23.3999996185 , 96.0999984741 , 23.312
 23.2999992371 , 96.4000015259 , 23.25
 23.2000007629 , 94.9000015259 , 23.25
 23.2999992371 , 94.3000030518 , 23.25
 23.2999992371 , 94.1999969482 , 23.187
 23.2000007629 , 95.3000030518 , 23.125
 23.2000007629 , 95.5999984741 , 23.125
 23.1000003815 , 98.5 , 23.062
 23.1000003815 , 95.9000015259 , 23.062
 23.2000007629 , 95.8000030518 , 23.062
 23.0 , 97.5999984741 , 23.0
 23.0 , 96.5999984741 , 23.0
 23.0 , 99.4000015259 , 23.0
 22.8999996185 , 99.9000015259 , 22.937
 23.0 , 99.9000015259 , 22.937
 22.6000003815 , 99.6999969482 , 22.875
 22.7999992371 , 99.6999969482 , 22.812
 22.7999992371 , 98.5999984741 , 22.812
 22.7999992371 , 98.5999984741 , 22.812
 22.5 , 98.1999969482 , 22.75
 22.5 , 99.0 , 22.75
 22.6000003815 , 99.9000015259 , 22.687
 22.7000007629 , 99.1999969482 , 22.687
 22.7000007629 , 99.9000015259 , 22.625
 22.7000007629 , 98.3000030518 , 22.625
 22.7000007629 , 98.8000030518 , 22.625
 23.0 , 97.3000030518 , 22.562
 23.0 , 95.8000030518 , 22.562
 23.3999996185 , 96.9000015259 , 22.5
 23.7000007629 , 95.1999969482 , 22.5
 24.1000003815 , 90.4000015259 , 22.562
 24.2000007629 , 87.3000030518 , 22.437
 24.3999996185 , 88.3000030518 , 22.5
 25.2000007629 , 83.1999969482 , 22.5
 25.8999996185 , 76.8000030518 , 22.437
 26.6000003815 , 71.4000015259 , 22.437
 27.1000003815 , 65.3000030518 , 22.5
 28.2999992371 , 61.7000007629 , 22.5
 28.7999992371 , 60.2000007629 , 22.5
 28.7999992371 , 60.9000015259 , 22.5
 28.2999992371 , 62.5999984741 , 22.5
 28.7999992371 , 63.7000007629 , 22.562
 29.5 , 60.5 , 22.562
 30.8999996185 , 55.5 , 22.562
 31.1000003815 , 54.2999992371 , 22.625
 31.1000003815 , 53.7999992371 , 22.625
 30.1000003815 , 53.7000007629 , 22.625
 31.7000007629 , 53.9000015259 , 22.687
 32.0999984741 , 50.2999992371 , 22.75
 33.0999984741 , 49.7999992371 , 22.812
 32.4000015259 , 51.4000015259 , 22.812
 34.2999992371 , 46.0999984741 , 22.875
 35.2000007629 , 42.7999992371 , 22.875
 35.0999984741 , 43.2000007629 , 22.937
 32.9000015259 , 49.2999992371 , 23.0
 32.2999992371 , 51.0999984741 , 23.062
 32.7999992371 , 48.4000015259 , 23.125
 32.5999984741 , 49.7999992371 , 23.187
 32.9000015259 , 50.0 , 23.312
 33.0 , 48.0999984741 , 23.375
 32.7999992371 , 47.5 , 23.375
 33.5999984741 , 46.2000007629 , 23.437
 33.7000007629 , 46.4000015259 , 23.562
 34.7999992371 , 45.2000007629 , 23.687
 33.7000007629 , 49.0 , 23.687
 33.5999984741 , 48.2000007629 , 23.812
 33.0 , 45.9000015259 , 23.875
 34.0999984741 , 49.4000015259 , 23.937
 34.0999984741 , 48.5 , 24.0

 33.5 , 46.5999984741 , 24.187
 34.2000007629 , 44.9000015259 , 24.25
 33.7999992371 , 48.5 , 24.375
 35.2000007629 , 50.7000007629 , 24.437
 32.5 , 51.5999984741 , 24.5
 31.6000003815 , 53.5999984741 , 24.5
 32.0 , 55.7999992371 , 24.562
 34.2999992371 , 48.0 , 24.625
 34.5999984741 , 50.9000015259 , 24.687
 34.5 , 52.2000007629 , 24.812
 33.7999992371 , 52.9000015259 , 24.812
 32.5 , 52.7999992371 , 24.875
 31.1000003815 , 52.4000015259 , 24.875

 32.2000007629 , 53.4000015259 , 24.937
 31.5 , 50.9000015259 , 25.062
 31.7000007629 , 52.0 , 25.125
 33.0 , 49.2999992371 , 25.125
 33.0999984741 , 49.2999992371 , 25.187
 32.0999984741 , 51.7000007629 , 25.187
 31.8999996185 , 51.2999992371 , 25.25
 30.7000007629 , 55.2000007629 , 25.25
 30.7000007629 , 56.2000007629 , 25.312
 31.8999996185 , 51.9000015259 , 25.375
 34.0 , 47.0 , 25.375
 32.5999984741 , 50.7999992371 , 25.437
 33.2999992371 , 49.0 , 25.437
 31.5 , 90.9000015259 , 25.5
 30.6000003815 , 66.4000015259 , 25.562
 30.7000007629 , 64.5 , 25.562
 30.2999992371 , 61.0999984741 , 25.562
 30.1000003815 , 61.0 , 25.562
 30.7000007629 , 60.4000015259 , 25.562
 30.7999992371 , 56.9000015259 , 25.562
 30.8999996185 , 58.0999984741 , 25.625
 31.3999996185 , 55.0 , 25.625
 30.8999996185 , 58.5999984741 , 25.625
 31.0 , 56.7999992371 , 25.625
 31.2999992371 , 56.5 , 25.687
 31.7999992371 , 52.7999992371 , 25.687
 31.7000007629 , 53.5 , 25.687
 31.6000003815 , 53.4000015259 , 25.687
 31.0 , 54.5 , 25.75
 30.8999996185 , 54.9000015259 , 25.75
 31.3999996185 , 54.4000015259 , 25.75
 31.5 , 53.5999984741 , 25.812
 31.2999992371 , 53.2999992371 , 25.812
 30.7000007629 , 53.5 , 25.812
 30.2999992371 , 55.5999984741 , 25.812
 30.1000003815 , 55.9000015259 , 25.812
 30.3999996185 , 54.0 , 25.75
 29.8999996185 , 54.2999992371 , 25.812
 29.5 , 56.2000007629 , 25.75
 29.6000003815 , 57.2000007629 , 25.75
 29.7999992371 , 55.7999992371 , 25.812
 29.2999992371 , 56.7999992371 , 25.75
 29.1000003815 , 58.2999992371 , 25.75
 28.7999992371 , 59.9000015259 , 25.75
 29.1000003815 , 59.7999992371 , 25.687
 28.5 , 62.2999992371 , 25.687
 28.2999992371 , 65.0999984741 , 25.687
 28.3999996185 , 67.9000015259 , 25.625
 28.2000007629 , 68.6999969482 , 25.625
 28.1000003815 , 70.5999984741 , 25.625
 27.7999992371 , 69.9000015259 , 25.562
 28.0 , 68.6999969482 , 25.562
 27.5 , 66.0 , 25.5
 27.6000003815 , 67.6999969482 , 25.437
 27.6000003815 , 67.8000030518 , 25.437
 27.6000003815 , 69.8000030518 , 25.437
 27.2999992371 , 72.4000015259 , 25.375
 27.3999996185 , 74.5999984741 , 25.375
 27.3999996185 , 75.5999984741 , 25.312
 27.1000003815 , 77.0 , 25.312
 26.8999996185 , 79.0 , 25.312
 26.8999996185 , 80.4000015259 , 25.312
 26.8999996185 , 80.5 , 25.25
 26.7999992371 , 81.8000030518 , 25.25
 26.7999992371 , 81.1999969482 , 25.25
 26.6000003815 , 82.4000015259 , 25.187
 26.6000003815 , 84.0999984741 , 25.187
 26.5 , 84.6999969482 , 25.125
 26.5 , 84.6999969482 , 25.125
 26.2999992371 , 86.5 , 25.062
 26.2999992371 , 87.5999984741 , 25.062
 26.2999992371 , 87.9000015259 , 25.0
 26.2999992371 , 88.1999969482 , 25.0
 26.2000007629 , 89.1999969482 , 25.0
 26.2000007629 , 88.5 , 24.937
 26.2000007629 , 89.0 , 24.875
 25.8999996185 , 91.3000030518 , 24.875
 25.7999992371 , 92.5999984741 , 24.875
 25.8999996185 , 93.1999969482 , 24.812
 26.0 , 93.6999969482 , 24.812
 26.0 , 94.8000030518 , 24.812
 25.8999996185 , 95.0999984741 , 24.812
 25.7000007629 , 95.4000015259 , 24.75
 25.6000003815 , 99.9000015259 , 24.75
 25.3999996185 , 99.9000015259 , 24.75
 25.2000007629 , 99.9000015259 , 24.75
 25.1000003815 , 99.9000015259 , 24.687
 25.1000003815 , 99.9000015259 , 24.687
 25.1000003815 , 99.9000015259 , 24.687
 25.1000003815 , 99.9000015259 , 24.687
 25.0 , 99.9000015259 , 24.687
 24.8999996185 , 99.9000015259 , 24.625
 24.7999992371 , 99.9000015259 , 24.687
 24.7000007629 , 99.9000015259 , 24.625
 24.3999996185 , 99.9000015259 , 24.625
 24.6000003815 , 99.9000015259 , 24.625
 24.5 , 99.9000015259 , 24.625
 24.3999996185 , 99.9000015259 , 24.562
 24.3999996185 , 99.9000015259 , 24.562
 24.5 , 99.9000015259 , 24.5
 24.2000007629 , 99.9000015259 , 24.5
 24.0 , 99.9000015259 , 24.5
 23.8999996185 , 99.9000015259 , 24.437
 23.8999996185 , 99.9000015259 , 24.437
 23.7999992371 , 99.9000015259 , 24.375
 23.7000007629 , 99.9000015259 , 24.312
 23.7000007629 , 99.9000015259 , 24.312
 23.5 , 99.9000015259 , 24.312
 23.2000007629 , 99.9000015259 , 24.25
 23.2999992371 , 99.9000015259 , 24.25
 23.3999996185 , 99.9000015259 , 24.187
 23.2999992371 , 99.9000015259 , 24.187
 23.2999992371 , 99.9000015259 , 24.187
 23.2999992371 , 99.9000015259 , 24.125
 23.2999992371 , 99.9000015259 , 24.062
 23.2999992371 , 99.9000015259 , 24.062
 23.3999996185 , 99.9000015259 , 24.062
 23.2000007629 , 99.9000015259 , 24.0
 23.1000003815 , 99.9000015259 , 24.0
 23.1000003815 , 99.9000015259 , 24.0
 23.2000007629 , 99.4000015259 , 23.937
 23.1000003815 , 99.9000015259 , 23.937
 23.1000003815 , 99.5999984741 , 23.875
 23.0 , 99.9000015259 , 23.812
 23.0 , 99.9000015259 , 23.875
 23.0 , 99.6999969482 , 23.812
 23.0 , 99.9000015259 , 23.812
 23.0 , 99.5999984741 , 23.75
 22.8999996185 , 99.9000015259 , 23.75
 22.7999992371 , 99.9000015259 , 23.687
 22.7999992371 , 99.9000015259 , 23.687
 22.7000007629 , 99.9000015259 , 23.687
 22.7000007629 , 98.5 , 23.687
 22.7999992371 , 97.6999969482 , 23.562
 22.7999992371 , 95.5999984741 , 23.562
 22.7999992371 , 97.1999969482 , 23.562
 22.8999996185 , 99.1999969482 , 23.5
 22.8999996185 , 99.4000015259 , 23.5
 23.0 , 99.9000015259 , 23.5
 22.7999992371 , 99.9000015259 , 23.437
 22.7999992371 , 99.9000015259 , 23.437
 22.6000003815 , 99.9000015259 , 23.437
 22.5 , 99.9000015259 , 23.375
 22.3999996185 , 98.5999984741 , 23.375
 22.5 , 97.9000015259 , 23.375
 22.6000003815 , 99.9000015259 , 23.312
 22.6000003815 , 96.5999984741 , 23.312
 22.7000007629 , 96.1999969482 , 23.312
 22.6000003815 , 97.5 , 23.312
 22.7999992371 , 97.4000015259 , 23.25
 22.7999992371 , 96.3000030518 , 23.25
 22.7000007629 , 96.9000015259 , 23.25
 22.7999992371 , 96.1999969482 , 23.25
 22.7000007629 , 97.5 , 23.187
 22.7000007629 , 96.3000030518 , 23.125
 22.7000007629 , 95.1999969482 , 23.187
 22.7999992371 , 96.8000030518 , 23.125
 23.1000003815 , 96.4000015259 , 23.125
 22.8999996185 , 96.3000030518 , 23.062
 23.1000003815 , 95.5999984741 , 23.062
 23.0 , 95.5999984741 , 23.062
 23.2999992371 , 94.6999969482 , 23.0
 23.2999992371 , 94.3000030518 , 23.0
 23.5 , 93.6999969482 , 22.937
 23.6000003815 , 93.5999984741 , 23.0
 24.0 , 92.6999969482 , 22.937
 24.5 , 89.5999984741 , 22.937
 24.7999992371 , 88.0999984741 , 22.937
 25.8999996185 , 76.5 , 22.937
 27.1000003815 , 68.8000030518 , 23.0
 26.5 , 73.8000030518 , 23.0
 25.3999996185 , 84.3000030518 , 23.0
 25.1000003815 , 86.0999984741 , 23.0
 25.0 , 84.9000015259 , 23.0
 24.8999996185 , 84.5999984741 , 23.0
 25.3999996185 , 83.5 , 22.937
 25.6000003815 , 81.0 , 23.0
 25.7999992371 , 81.9000015259 , 23.0
 25.8999996185 , 80.6999969482 , 23.0
 26.2000007629 , 80.0999984741 , 23.0
 26.2000007629 , 81.3000030518 , 23.0
 26.2000007629 , 82.0999984741 , 23.0
 26.1000003815 , 82.0 , 23.0
 26.0 , 83.8000030518 , 23.0
 25.8999996185 , 83.5999984741 , 23.0
 26.2000007629 , 83.6999969482 , 23.0
 26.2999992371 , 83.0 , 23.0
 26.7999992371 , 80.0 , 23.062
 26.7999992371 , 80.0999984741 , 23.062
 27.0 , 79.5 , 23.062
 26.7000007629 , 81.6999969482 , 23.062
 27.2999992371 , 75.9000015259 , 23.062
 28.8999996185 , 68.6999969482 , 23.125
 28.7000007629 , 65.0999984741 , 23.187
 30.2000007629 , 59.7999992371 , 23.25
 30.2999992371 , 57.4000015259 , 23.25
 29.8999996185 , 62.5 , 23.312
 32.7000007629 , 53.0 , 23.375
 33.5 , 50.5999984741 , 23.375
 34.0 , 48.5 , 23.5
 34.4000015259 , 45.2999992371 , 23.562
 34.4000015259 , 45.0 , 23.625
 34.9000015259 , 43.0 , 23.75
 35.7999992371 , 44.0999984741 , 23.812
 35.2999992371 , 41.5 , 23.875
 34.0 , 44.5 , 23.937
 33.0999984741 , 45.4000015259 , 24.0
 33.7999992371 , 44.0 , 24.062
 34.2999992371 , 43.0999984741 , 24.062
 35.2000007629 , 41.7999992371 , 24.187
 35.2000007629 , 41.9000015259 , 24.25
 33.5999984741 , 42.9000015259 , 24.25
 33.7000007629 , 43.2999992371 , 24.375
 33.5999984741 , 43.4000015259 , 24.375
 34.7999992371 , 40.7999992371 , 24.437
 34.0999984741 , 41.9000015259 , 24.5
 34.7999992371 , 41.4000015259 , 24.5
 33.4000015259 , 42.5999984741 , 24.5
 32.5999984741 , 45.5 , 24.625
 32.0999984741 , 46.9000015259 , 24.625
 33.7000007629 , 45.2000007629 , 24.687
 34.2000007629 , 44.4000015259 , 24.687
 35.0 , 44.0999984741 , 24.687
 34.7999992371 , 44.7999992371 , 24.75
 35.0 , 45.0 , 24.812
 34.4000015259 , 44.2000007629 , 24.875
 35.5999984741 , 43.5999984741 , 24.875
 35.2999992371 , 44.2999992371 , 24.937
 34.9000015259 , 44.5999984741 , 25.0
 34.9000015259 , 45.0999984741 , 25.062
 34.4000015259 , 45.2000007629 , 25.062
 34.2000007629 , 44.5 , 25.125
 34.7000007629 , 44.2000007629 , 25.187
 34.2000007629 , 44.9000015259 , 25.187
 34.2000007629 , 45.5 , 25.25
 34.4000015259 , 46.0 , 25.25
 34.5 , 45.0999984741 , 25.312
 33.7000007629 , 46.5 , 25.375
 33.2000007629 , 47.7000007629 , 25.375
 32.7000007629 , 48.0999984741 , 25.437
 33.0999984741 , 48.0 , 25.5
 33.0 , 49.0 , 25.5
 32.0 , 49.2999992371 , 25.437
 31.7000007629 , 50.2000007629 , 25.5
 31.8999996185 , 49.7999992371 , 25.562
 32.0 , 49.7000007629 , 25.562
 31.7000007629 , 50.7000007629 , 25.562
 31.7999992371 , 50.5 , 25.562
 31.2999992371 , 51.5999984741 , 25.625
 31.2999992371 , 52.0999984741 , 25.625
 31.6000003815 , 49.7999992371 , 25.687
 31.5 , 52.4000015259 , 25.687
 31.5 , 51.0999984741 , 25.687
 31.2999992371 , 51.7999992371 , 25.687
 30.8999996185 , 53.5 , 25.687
 30.8999996185 , 53.0999984741 , 25.687
 30.7000007629 , 53.0999984741 , 25.687
 30.7999992371 , 52.9000015259 , 25.687
 30.5 , 53.9000015259 , 25.687
 30.3999996185 , 54.9000015259 , 25.687
 30.1000003815 , 54.7999992371 , 25.687
 30.1000003815 , 55.0999984741 , 25.687
 29.8999996185 , 55.0999984741 , 25.687
 29.7999992371 , 56.2999992371 , 25.687
 29.7000007629 , 56.0 , 25.687
 29.7000007629 , 56.2000007629 , 25.687
 29.5 , 57.5 , 25.687
 29.3999996185 , 58.4000015259 , 25.687
 29.3999996185 , 59.2000007629 , 25.687
 29.2999992371 , 63.4000015259 , 25.687
 29.1000003815 , 67.5 , 25.687
 28.8999996185 , 68.8000030518 , 25.687
 28.8999996185 , 68.5 , 25.687
 28.6000003815 , 70.3000030518 , 25.687
 28.3999996185 , 72.5 , 25.687
 28.2000007629 , 74.0999984741 , 25.687
 28.1000003815 , 75.5 , 25.625
 28.0 , 76.1999969482 , 25.625
 27.7999992371 , 77.6999969482 , 25.625
 27.7999992371 , 77.5999984741 , 25.625
 27.6000003815 , 77.5999984741 , 25.562
 27.6000003815 , 75.5999984741 , 25.562
 27.5 , 78.0999984741 , 25.562
 27.5 , 78.0 , 25.562
 27.3999996185 , 78.5999984741 , 25.5
 27.2999992371 , 78.6999969482 , 25.5
 27.2000007629 , 79.3000030518 , 25.5
 27.1000003815 , 79.5 , 25.437
 27.0 , 79.6999969482 , 25.437
 27.0 , 79.9000015259 , 25.375
 26.7999992371 , 82.0999984741 , 25.375
 26.7999992371 , 82.0999984741 , 25.375
 26.7999992371 , 82.3000030518 , 25.312
 26.6000003815 , 83.8000030518 , 25.312
 26.7000007629 , 83.8000030518 , 25.25
 26.5 , 84.9000015259 , 25.312
 26.6000003815 , 84.8000030518 , 25.25
 26.6000003815 , 84.5999984741 , 25.187
 26.3999996185 , 84.5999984741 , 25.187
 26.3999996185 , 85.0 , 25.187
 26.3999996185 , 85.8000030518 , 25.125
 26.2000007629 , 87.9000015259 , 25.125
 26.1000003815 , 88.8000030518 , 25.062
 26.1000003815 , 87.5 , 25.062
 26.1000003815 , 89.5 , 25.062
 26.0 , 90.8000030518 , 25.062
 26.0 , 90.3000030518 , 25.062
 25.8999996185 , 89.5999984741 , 25.0
 25.8999996185 , 90.4000015259 , 24.937
 25.7000007629 , 91.0 , 25.0
 25.6000003815 , 91.5 , 25.0
 25.6000003815 , 91.6999969482 , 24.937
 25.5 , 92.6999969482 , 24.937
 25.5 , 92.3000030518 , 24.875
 25.5 , 92.0 , 24.875
 25.3999996185 , 92.0999984741 , 24.875
 25.3999996185 , 92.4000015259 , 24.812
 25.2999992371 , 92.9000015259 , 24.812
 25.2000007629 , 92.3000030518 , 24.75
 25.3999996185 , 92.0 , 24.75
 25.1000003815 , 92.9000015259 , 24.75
 25.1000003815 , 92.6999969482 , 24.687
 24.8999996185 , 93.5999984741 , 24.687
 24.8999996185 , 93.5 , 24.625
 24.8999996185 , 93.3000030518 , 24.687
 24.7999992371 , 93.8000030518 , 24.625
 24.7999992371 , 94.1999969482 , 24.625
 24.8999996185 , 94.0999984741 , 24.562
 24.7999992371 , 93.4000015259 , 24.562
 24.7999992371 , 93.5 , 24.5
 24.8999996185 , 93.5999984741 , 24.5
 24.8999996185 , 93.1999969482 , 24.5
 24.8999996185 , 93.8000030518 , 24.437
 25.0 , 94.5999984741 , 24.437
 24.7999992371 , 94.4000015259 , 24.437
 24.8999996185 , 94.3000030518 , 24.375
 24.7000007629 , 94.6999969482 , 24.437
 24.7999992371 , 93.6999969482 , 24.375
 24.8999996185 , 93.4000015259 , 24.312
 24.7000007629 , 94.0 , 24.375
 24.7000007629 , 93.6999969482 , 24.312
 24.6000003815 , 93.9000015259 , 24.312
 24.6000003815 , 93.9000015259 , 24.312
 24.5 , 94.4000015259 , 24.25
 24.6000003815 , 93.8000030518 , 24.25
 24.5 , 93.9000015259 , 24.187
 24.2999992371 , 95.4000015259 , 24.187
 24.1000003815 , 95.5 , 24.125
 24.1000003815 , 95.0 , 24.125
 24.2000007629 , 95.3000030518 , 24.125
 24.0 , 96.9000015259 , 24.062
 24.1000003815 , 94.5999984741 , 24.125
 24.0 , 94.6999969482 , 24.062
 23.8999996185 , 94.5999984741 , 24.062
 23.7999992371 , 95.0999984741 , 24.0
 23.6000003815 , 95.9000015259 , 24.0
 23.7000007629 , 96.6999969482 , 24.0
 23.7000007629 , 96.3000030518 , 24.0
 23.8999996185 , 96.3000030518 , 24.0
 23.5 , 96.1999969482 , 23.875
 23.6000003815 , 96.0 , 23.875
 23.7000007629 , 95.4000015259 , 23.875
 23.6000003815 , 95.0 , 23.812
 23.7999992371 , 94.9000015259 , 23.875
 23.8999996185 , 94.4000015259 , 23.812
 23.7999992371 , 94.5999984741 , 23.812
 23.7000007629 , 94.6999969482 , 23.75
 23.7000007629 , 94.9000015259 , 23.75
 23.7000007629 , 95.1999969482 , 23.75
 23.7999992371 , 94.8000030518 , 23.75
 23.8999996185 , 95.5 , 23.687
 24.0 , 95.5 , 23.687
 24.1000003815 , 95.5999984741 , 23.687
 24.3999996185 , 94.4000015259 , 23.687
 24.2999992371 , 94.5999984741 , 23.687
 24.2999992371 , 94.5 , 23.687
 24.2999992371 , 94.5999984741 , 23.625
 24.7000007629 , 93.5 , 23.625
 24.3999996185 , 93.6999969482 , 23.625
 24.8999996185 , 92.8000030518 , 23.625
 25.3999996185 , 91.9000015259 , 23.625
 26.2999992371 , 89.8000030518 , 23.625
 29.2000007629 , 72.3000030518 , 23.687
 31.6000003815 , 58.9000015259 , 23.687
 32.9000015259 , 54.5999984741 , 23.687
 32.7000007629 , 53.5 , 23.75
 33.2000007629 , 52.0 , 23.75
 33.9000015259 , 49.5999984741 , 23.75
 35.0 , 48.7000007629 , 23.75
 32.9000015259 , 51.7999992371 , 23.812
 30.5 , 57.7999992371 , 23.812
 30.8999996185 , 58.0999984741 , 23.812
 31.3999996185 , 57.2000007629 , 23.937
 30.1000003815 , 59.0 , 23.937
 30.7000007629 , 58.2999992371 , 24.0
 30.2999992371 , 59.2000007629 , 24.062
 30.2000007629 , 59.7000007629 , 24.062
 30.7999992371 , 58.9000015259 , 24.125
 31.2999992371 , 56.7000007629 , 24.187
 31.7999992371 , 55.0999984741 , 24.25
 32.2999992371 , 54.2000007629 , 24.312
 33.2000007629 , 51.9000015259 , 24.375
 33.0999984741 , 51.2000007629 , 24.375
 33.7999992371 , 50.0 , 24.437
 32.4000015259 , 52.2000007629 , 24.5
 32.5 , 51.5999984741 , 24.562
 30.7000007629 , 56.9000015259 , 24.625
 32.7000007629 , 53.5999984741 , 24.687
 33.4000015259 , 50.0999984741 , 24.687
 34.7000007629 , 47.7000007629 , 24.75
 34.5 , 45.7999992371 , 24.875
 35.4000015259 , 44.5 , 24.875
 36.2000007629 , 44.9000015259 , 25.0
 36.2999992371 , 44.2999992371 , 25.062
 36.7000007629 , 41.9000015259 , 25.125
 35.5999984741 , 44.0 , 25.25
 33.4000015259 , 48.5 , 25.25
 32.2999992371 , 50.2999992371 , 25.312
 32.5 , 51.5999984741 , 25.312
 31.7000007629 , 53.0 , 25.312
 31.7000007629 , 53.0999984741 , 25.312
 32.9000015259 , 49.7999992371 , 25.312
 33.2999992371 , 48.0 , 25.437
 36.0999984741 , 43.7000007629 , 25.562
 35.5999984741 , 43.5999984741 , 25.5
 34.2000007629 , 46.0999984741 , 25.562
 35.0 , 44.9000015259 , 25.625
 36.5 , 42.2999992371 , 25.687
 34.4000015259 , 47.7999992371 , 25.75
 32.0999984741 , 53.4000015259 , 25.687
 31.7999992371 , 54.7000007629 , 25.687
 32.0 , 55.4000015259 , 25.687
 31.6000003815 , 55.2000007629 , 25.75
 34.4000015259 , 49.7999992371 , 25.75
 32.9000015259 , 52.0999984741 , 25.75
 31.6000003815 , 55.7000007629 , 25.812
 31.2999992371 , 55.0 , 25.812
 34.5 , 48.5 , 25.75
 35.7000007629 , 46.2000007629 , 25.875
 35.9000015259 , 45.7999992371 , 25.937
 36.2000007629 , 44.9000015259 , 25.937
 35.7000007629 , 44.5999984741 , 26.0
